CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_ORIG,TELEFONO_8DIG,TELEFONO_NORMALIZADO,CLAVE_NORMALIZADA
18-04-0389-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40268253,ELSA YADIRA MARTINEZ PEREZ,DARWIN ENRIQUE ALVAREZ MORÁN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,40268253,40268253,40268253,MORALES | INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO | ALDEA RIO NEGRO
18-04-0395-46,18-039,IZABAL,MORALES,INSTITUTO EVANGELICO PARTICULAR MIXTO BAUTISTA,BARRIO EL CARRIZAL,79477790,ELSA YADIRA MARTINEZ PEREZ,DAVID RAFAEL CASTILLO DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79477790,79477790,79477790,MORALES | INSTITUTO EVANGELICO PARTICULAR MIXTO BAUTISTA | BARRIO EL CARRIZAL
18-04-0397-46,18-030,IZABAL,MORALES,INED,ALDEA JUYAMA,40118887,ZOILA ELIZABETH PINEDA,ADOLFO BENEDICTO GARCÍA OVANDO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,40118887,40118887,40118887,MORALES | INED | ALDEA JUYAMA
18-04-0400-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,"COLONIA VILLA DEL ROSARIO, BANANERA",51529070,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,51529070,51529070,51529070,"MORALES | COLEGIO PRIVADO MIXTO JIREH | COLONIA VILLA DEL ROSARIO, BANANERA"
18-04-0404-46,18-030,IZABAL,MORALES,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,CALLE TULIO MARUZZO,79478590,ZOILA ELIZABETH PINEDA,GLENDA MARIBEL VÁSQUEZ ENAMORADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,79478590,79478590,79478590,MORALES | INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA | CALLE TULIO MARUZZO
18-04-0405-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,"COLONIA VILLA DEL ROSARIO, BANANERA",40984392,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,40984392,40984392,40984392,"MORALES | COLEGIO PRIVADO MIXTO JIREH | COLONIA VILLA DEL ROSARIO, BANANERA"
18-04-0406-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,"COLONIA VILLA DEL ROSARIO, BANANERA",40984392,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,40984392,40984392,40984392,"MORALES | COLEGIO PRIVADO MIXTO JIREH | COLONIA VILLA DEL ROSARIO, BANANERA"
18-04-0411-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO FUENTE DE VIDA,ALDEA PLAYITAS,55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,55969273,55969273,55969273,MORALES | INSTITUTO PRIVADO MIXTO FUENTE DE VIDA | ALDEA PLAYITAS
18-04-0412-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO FUENTE DE VIDA,ALDEA PLAYITAS,55969273,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,55969273,55969273,55969273,MORALES | INSTITUTO PRIVADO MIXTO FUENTE DE VIDA | ALDEA PLAYITAS
18-04-0418-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIEL YAZDIE WADY JOZ LANDAVERRY VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,53626154,53626154,53626154,MORALES | CENTRO EDUCATIVO MAYA SYSTEMS | ALDEA LOS ANDES
18-04-0422-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO CRISTO REY,ALDEA EL CEDRO,30727557,ELSA YADIRA MARTINEZ PEREZ,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,30727557,30727557,30727557,MORALES | INSTITUTO PRIVADO MIXTO CRISTO REY | ALDEA EL CEDRO
18-04-0423-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO CRISTO REY,ALDEA EL CEDRO,30727557,ELSA YADIRA MARTINEZ PEREZ,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,30727557,30727557,30727557,MORALES | INSTITUTO PRIVADO MIXTO CRISTO REY | ALDEA EL CEDRO
18-04-0429-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO GÉNESIS,BARRIO EL MITCHAL,49165611,ELSA YADIRA MARTINEZ PEREZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,49165611,49165611,49165611,MORALES | INSTITUTO PARTICULAR MIXTO GÉNESIS | BARRIO EL MITCHAL
18-04-0431-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO GÉNESIS,BARRIO EL MITCHAL,49165611,ELSA YADIRA MARTINEZ PEREZ,NUBAR ENID MOLINEROS ORTEGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,49165611,49165611,49165611,MORALES | INSTITUTO PARTICULAR MIXTO GÉNESIS | BARRIO EL MITCHAL
18-04-0435-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,ELSA YADIRA MARTINEZ PEREZ,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,53591094,53591094,53591094,MORALES | INSTITUTO PRIVADO MIXTO SAN JOSE | ALDEA RIO NEGRO
18-04-0441-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DEJANDO HUELLA,ALDEA LOS CERRITOS,47401633,ELSA YADIRA MARTINEZ PEREZ,ADONIA MARISOL LÓPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,47401633,47401633,47401633,MORALES | INSTITUTO PRIVADO MIXTO DEJANDO HUELLA | ALDEA LOS CERRITOS
18-04-0442-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DEJANDO HUELLA,ALDEA LOS CERRITOS,47401633,ELSA YADIRA MARTINEZ PEREZ,ADONIA MARISOL LÓPEZ GUERRA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,47401633,47401633,47401633,MORALES | INSTITUTO PRIVADO MIXTO DEJANDO HUELLA | ALDEA LOS CERRITOS
18-04-0446-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,31826809,31826809,31826809,MORALES | INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE | ALDEA PLAYITAS
18-04-0447-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,31826809,31826809,31826809,MORALES | INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE | ALDEA PLAYITAS
18-04-0448-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,ELSA YADIRA MARTINEZ PEREZ,MAYNOR ANIBAL CASTRO PAIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79477890,79477890,79477890,MORALES | INSTITUTO PARTICULAR MIXTO DE EDUCACION BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA | BARRIO EL CARRIZAL
18-04-0449-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,ELSA YADIRA MARTINEZ PEREZ,MARÍA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79477890,79477890,79477890,MORALES | INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA | BARRIO EL CARRIZAL
18-04-0454-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO BILINGÜE FUENTE DE VIDA,ALDEA PLAYITAS,54118885,ELSA YADIRA MARTINEZ PEREZ,SUCELY AMABETH PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,54118885,54118885,54118885,MORALES | COLEGIO PRIVADO BILINGÜE FUENTE DE VIDA | ALDEA PLAYITAS
18-04-0459-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,ELSA YADIRA MARTINEZ PEREZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,40960621,40960621,40960621,MORALES | CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO | BARRIO EL MITCHAL
18-04-0462-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,ELSA YADIRA MARTINEZ PEREZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79478238,79478238,79478238,MORALES | INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO | BARRIO LA ESTACION
18-04-0463-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,BARRIO LA ESTACION,79478238,ELSA YADIRA MARTINEZ PEREZ,DORA AMELIA MOSCOSO Y MOSCOSO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79478238,79478238,79478238,MORALES | INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO | BARRIO LA ESTACION
18-04-0464-46,18-030,IZABAL,MORALES,INED,CALLE TULIO MARUZZO,54309026,ZOILA ELIZABETH PINEDA,GLENDA MARIBEL VÁSQUEZ ENAMORADO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,54309026,54309026,54309026,MORALES | INED | CALLE TULIO MARUZZO
18-04-0469-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,ELSA YADIRA MARTINEZ PEREZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,40960621,40960621,40960621,MORALES | CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO | BARRIO EL MITCHAL
18-04-0471-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO SAN JOSE,ALDEA RIO NEGRO,53591094,ELSA YADIRA MARTINEZ PEREZ,MARVIN OTTONIEL CARDONA RECINOS,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,53591094,53591094,53591094,MORALES | INSTITUTO PRIVADO MIXTO SAN JOSE | ALDEA RIO NEGRO
18-04-0473-46,18-039,IZABAL,MORALES,CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO,BARRIO EL MITCHAL,40960621,ELSA YADIRA MARTINEZ PEREZ,ABEL MADRID LEIVA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,40960621,40960621,40960621,MORALES | CENTRO DE FORMACION PEDAGOGICA HERMANO PEDRO | BARRIO EL MITCHAL
18-04-0475-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO EMANUEL,AVENIDA VICENTE COZZA,57385143,ELSA YADIRA MARTINEZ PEREZ,FLOR DE MARÍA TZÚN MOLINA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,57385143,57385143,57385143,MORALES | CENTRO EDUCATIVO EMANUEL | AVENIDA VICENTE COZZA
18-04-0477-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO ELITE,BARRIO EL MITCHAL,56968070,ELSA YADIRA MARTINEZ PEREZ,AMED BENJAMIN ROSSILL BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL,56968070,56968070,56968070,MORALES | INSTITUTO PRIVADO MIXTO ELITE | BARRIO EL MITCHAL
18-04-0483-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890,ELSA YADIRA MARTINEZ PEREZ,MARÍA MAGDALENA MORALES CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,79477890,79477890,79477890,MORALES | INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADA DR. PEDRO MOLINA | BARRIO EL CARRIZAL
18-04-0484-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO PRIVADO YATZAR NURIM,BARRIO EL REMOLINO,79479521,ELSA YADIRA MARTINEZ PEREZ,OSMAR GIOVANY ORTEGA CASTRO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,79479521,79479521,79479521,MORALES | CENTRO EDUCATIVO PRIVADO YATZAR NURIM | BARRIO EL REMOLINO
18-04-0488-46,18-039,IZABAL,MORALES,LICEO IZABAL,BARRIO EL CARRIZAL,41504101,ELSA YADIRA MARTINEZ PEREZ,MARIA EUGENIA MOLINA ALDANA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,41504101,41504101,41504101,MORALES | LICEO IZABAL | BARRIO EL CARRIZAL
18-04-0490-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,57006014,ELSA YADIRA MARTINEZ PEREZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,57006014,57006014,57006014,MORALES | COLEGIO PRIVADO MIXTO BETHEZDA | ALDEA CAYUGA
18-04-0492-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO CRISTO REY,ALDEA EL CEDRO,30727557,ELSA YADIRA MARTINEZ PEREZ,NANCY CAROLA GÁMEZ ORTÍZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,30727557,30727557,30727557,MORALES | INSTITUTO PRIVADO MIXTO CRISTO REY | ALDEA EL CEDRO
18-04-0494-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO JIREH,COLONIA VILLAS DEL ROSARIO,51529070,ELSA YADIRA MARTINEZ PEREZ,EDGAR ROLANDO MORALES DE PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL,51529070,51529070,51529070,MORALES | COLEGIO PRIVADO MIXTO JIREH | COLONIA VILLAS DEL ROSARIO
18-04-0496-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO,ALDEA RIO NEGRO,40268253,ELSA YADIRA MARTINEZ PEREZ,DARWIN ENRIQUE ALVAREZ MORAN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),IZABAL,40268253,40268253,40268253,MORALES | INSTITUTO PRIVADO MIXTO EL MAESTRO AMIGO | ALDEA RIO NEGRO
18-04-0498-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE,ALDEA PLAYITAS,31826809,ELSA YADIRA MARTINEZ PEREZ,VÍCTOR MANUEL BONILLA MARROQUIN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,31826809,31826809,31826809,MORALES | INSTITUTO PRIVADO MIXTO JOSE CECILIO DEL VALLE | ALDEA PLAYITAS
18-04-0500-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,GONZALO ARTURO JUÁREZ GARCÍA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,53626154,53626154,53626154,MORALES | CENTRO EDUCATIVO MAYA SYSTEMS | ALDEA LOS ANDES
18-04-0501-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZZO,55538518,ELSA YADIRA MARTINEZ PEREZ,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,55538518,55538518,55538518,MORALES | INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ | CALLE TULIO MARUZZO
18-04-0503-46,18-039,IZABAL,MORALES,LICEO ALVAREZ OVALLE,BARRO LOS CASTRO,42601313,ELSA YADIRA MARTINEZ PEREZ,CLAUDIA LORENA QUINTEROS ARREAGA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,42601313,42601313,42601313,MORALES | LICEO ALVAREZ OVALLE | BARRO LOS CASTRO
18-04-0505-46,18-039,IZABAL,MORALES,LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO,BARRIO LAS FLORES,30033544,ELSA YADIRA MARTINEZ PEREZ,KARLA JOHANNA SANABRIA CASTAÑEDA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,30033544,30033544,30033544,MORALES | LICEO DE FORMACION BASICA Y PROFESIONAL LATINOAMERICANO | BARRIO LAS FLORES
18-04-0507-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO BILINGUE FUENTE DE VIDA,ALDEA PLAYITAS,55566421,ELSA YADIRA MARTINEZ PEREZ,KARLA MARISOL PIVARAL PÉREZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),IZABAL,55566421,55566421,55566421,MORALES | COLEGIO PRIVADO BILINGUE FUENTE DE VIDA | ALDEA PLAYITAS
18-04-0508-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BETHEZDA,ALDEA CAYUGA,48744101,ELSA YADIRA MARTINEZ PEREZ,MARCO VINICIO FRANCO MORALES,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,48744101,48744101,48744101,MORALES | COLEGIO PRIVADO MIXTO BETHEZDA | ALDEA CAYUGA
18-04-0525-46,18-030,IZABAL,MORALES,INED,COLONIA HERMANA PATRICIA,45373723,ZOILA ELIZABETH PINEDA,JENIFER MAIRETH CACERES CABALLEROS,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,45373723,45373723,45373723,MORALES | INED | COLONIA HERMANA PATRICIA
18-04-1983-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE TULIO MARUZZO,40911181,ELSA YADIRA MARTINEZ PEREZ,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,40911181,40911181,40911181,MORALES | INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ | CALLE TULIO MARUZZO
18-04-2433-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO BILINGÜE DEL MONTE,FINCA BANANERA,79201120,ELSA YADIRA MARTINEZ PEREZ,CELESTE ANAHY ESPINALES GÁLVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL,79201120,79201120,79201120,MORALES | CENTRO EDUCATIVO BILINGÜE DEL MONTE | FINCA BANANERA
18-04-2444-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION DIVERSIFICADA PEDRO MOLINA,ALDEA ARAPAHOE,79480009,ELSA YADIRA MARTINEZ PEREZ,JOSE ALBERTO JUAREZ DE PAZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,79480009,79480009,79480009,MORALES | INSTITUTO PARTICULAR MIXTO DE EDUCACION DIVERSIFICADA PEDRO MOLINA | ALDEA ARAPAHOE
18-04-2526-46,18-039,IZABAL,MORALES,COLEGIO PRIVADO MIXTO BILINGUE A B C SAN FRANCISCO,BARRIO EL MITCHAL,79478650,ELSA YADIRA MARTINEZ PEREZ,SERGIO DE PAZ FRANCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),IZABAL,79478650,79478650,79478650,MORALES | COLEGIO PRIVADO MIXTO BILINGUE A B C SAN FRANCISCO | BARRIO EL MITCHAL
18-04-2838-46,18-030,IZABAL,MORALES,INSTITUTO TECNICO MORALENSE ITM,LOTIFICACION SANTA BARBARA,55143008,ZOILA ELIZABETH PINEDA,ROCAEL PAIZ VARELA,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),IZABAL,55143008,55143008,55143008,MORALES | INSTITUTO TECNICO MORALENSE ITM | LOTIFICACION SANTA BARBARA
18-04-3028-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ,CALLE MARCO TULIO MARUZZO,79480009,ELSA YADIRA MARTINEZ PEREZ,RENÉ BARRIENTOS BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),IZABAL,79480009,79480009,79480009,MORALES | INSTITUTO PARTICULAR MIXTO RAFAEL AREVALO MARTINEZ | CALLE MARCO TULIO MARUZZO
18-04-3060-46,18-039,IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DE SUPERACION INTEGRAL EXCELENCIA,BARRIO EL MITCHAL,79476165,ELSA YADIRA MARTINEZ PEREZ,AURA ELIZABETH ACEVEDO VELA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,79476165,79476165,79476165,MORALES | INSTITUTO PRIVADO MIXTO DE SUPERACION INTEGRAL EXCELENCIA | BARRIO EL MITCHAL
18-04-3261-46,18-039,IZABAL,MORALES,CENTRO EDUCATIVO MAYA SYSTEMS,ALDEA LOS ANDES,53626154,ELSA YADIRA MARTINEZ PEREZ,MAJIB JHESSIELL LANDAVERRY VÁSQUEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,IZABAL,53626154,53626154,53626154,MORALES | CENTRO EDUCATIVO MAYA SYSTEMS | ALDEA LOS ANDES
18-04-3275-46,18-039,IZABAL,MORALES,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA,BARRIO EL CARRIZAL,79477890-79477891,ELSA YADIRA MARTINEZ PEREZ,JENIFER CAROLINA LÓPEZ CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),IZABAL,79477890-79477891,79477890,79477890 | 79477891,MORALES | INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y DIVERSIFICADA DR. PEDRO MOLINA | BARRIO EL CARRIZAL
